0,Emri,EmriTregtar,NrIBiznesit,Sektori,LlojiIbiznesit,Komuna,Popullsia2020,Data,NumriIpunetoreve,%astotalGDP(10 max),%assectorGDP(10 max),UljeApoNgritje
782,Aziz Rudari B.I.,"N.SH. "" NEWPRISHTINA.COM """,811538480,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,16,1.32,1.3,0
783,Besi DSG Metal SH.P.K.,Besi DSG Meta,811503251,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",28-10-2020,33,-3.28,-3.21,0
784,Musli S. Haziri B.I.,///,811028960,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Shtime,"27,425",23-10-2020,41,-3.31,-3.21,0
785,JONI DISCOUNT SH.P.K.,///,811425661,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",28-10-2020,38,-1.62,-1.03,0
786,Binak Voci B.I.,"N.P.T.""VOCI COMERC 1""",810635443,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Suhareke,"63,228",27-10-2020,11,-0.07,-0.05,0
787,Zymrije Krasniqi B.I.,///,810951998,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",23-10-2020,21,-0.05,-0.05,0
788,DIAR TRAVEL SH.P.K.,///,811328708,Transporti urbane,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",27-10-2020,13,-1.98,-2.12,0
789,SIMS SH.P.K.,SIMS,811559692,Marketing,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",27-10-2020,12,-0.74,-0.72,0
790,Arbios SaraÃ§i B.I.,ARBIOSI TOURS,811501362,Transporti urbane,Shoqeri me pergjegjesi te kufizuara,Obiliq,"18,660",26-10-2020,12,-2.23,-2.12,0
791,Samire Avdiu Hasani B.I.,Bio Bajska,811496638,Furre e bukes,Shoqeri me pergjegjesi te kufizuara,Mitrovice,"75,502",26-10-2020,7,2.18,2.78,0
792,H&V PHARM SH.P.K.,H&V PHARM,811514240,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Podujeve,"94,864",27-10-2020,27,5.64,6.28,1
793,Ismet Dervishaj B.I.,ELIONA MED,811561647,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",27-10-2020,25,5.64,6.28,1
794,Shqipe S. Gashi B.I.,URA,811499252,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",28-10-2020,27,5.5,6.28,1
795,XENI IMPERIAL SH.P.K.,XENI IMPERIAL,811500554,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Gjakove,"98,476",30-10-2020,30,-3.96,-4.74,1
796,ALBANIAN POST SH.P.K.,ALBANIAN POST,811486514,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,25,1.32,1.3,1
797,WINE SH.P.K.,WINE,811473272,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,65,-0.78,-1.03,1
798,Endrit Ibrahimi B.I.,///,811558892,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Novoberde,"7,172",30-10-2020,20,-4.89,-4.74,1
799,Viciana Med SH.P.K.,///,811470822,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Vushtrri,"73,207",27-10-2020,42,5.64,6.28,1
800,Ali I. Bekteshi B.I.,///,811510959,Furre e bukes,Shoqeri me pergjegjesi te kufizuara,Podujeve,"94,864",30-10-2020,10,2.18,2.78,1
801,AP+ SH.P.K.,AP+,811518044,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",30-10-2020,25,0.86,1.3,1
802,D & B group L.L.C.,D & B group,811505314,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",10/4/2020,50,-1.62,-1.03,1
803,Fatmir Rr. Kuqi B.I.,ROZI,811389461,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",30-10-2020,7,-3.21,-3.15,1
804,NUNO LOUNGE L.L.C.,NUNO LOUNGE,811507633,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",28-10-2020,208,-5.62,-4.74,1
805,DIEM SH.P.K.,///,811548827,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",26-10-2020,32,-2.58,-4.74,1
806,Heavy 1 Alb L.L.C.,Heavy 1 Alb,811358151,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Gllogoc,"60,970",28-10-2020,37,-1.54,-1.03,1
807,Arton Koci B.I.,FITNESS KOCA,811464982,Palestra e fitnesit,Shoqeri me pergjegjesi te kufizuara,Gllogoc,"60,970",23-10-2020,9,-5.35,-3.5,1
808,Top RealEstate SH.P.K.,///,811462340,Agjensite e patundshmerise,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",27-10-2020,7,-0.85,-0.9,1
809,Rrahim Kalludra B.I.,N.SH ''RESTORAN-MOTEL ALBATROS-RRK'',811262980,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Fushe Kosove,"38,944",22-10-2020,13,-3.32,-3.15,1
810,BOJO HEM D.O.O.,///,810699514,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Leposaviq,"13,469",15-09-2020,12,-0.02,-0.05,1
811,Restaurant TE GAZI SH.P.K.,///,811550228,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",26-10-2020,10,-3.96,-4.74,1
812,Manna Agroturizem L.L.C.,Manna Agroturizem,811501734,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,15,-2.04,-4.74,1
813,Fidan Haxhimehmeti B.I.,PARI,811479824,Transporti urbane,Shoqeri me pergjegjesi te kufizuara,Mitrovice,"75,502",28-10-2020,17,-1.98,-2.12,1
814,BUKÃ E ZEMÃR Restorant & Bakery SH.P.K.,BUKÃ E ZEMÃR Restorant & Bakery,811505025,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,32,-5.82,-4.74,1
815,JOVANA D.O.O.,///,811449299,Stomatologji,Shoqeri me pergjegjesi te kufizuara,Leposaviq,"13,469",26-10-2020,5,-2.56,-2.98,1
816,VILLA HILL MOTEL SH.P.K.,///,811325001,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Vushtrri,"73,207",27-10-2020,18,-3.54,-3.15,1
817,Fatlind Tanushi B.I.,///,811549750,Sherbime tjera ushqyese,Shoqeri me pergjegjesi te kufizuara,Gjakove,"98,476",27-10-2020,8,-1.93,-1.74,1
818,FRONI GROUP SH.P.K.,///,811504316,Furre e bukes,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",10/4/2020,7,2.89,2.78,1
819,Luboteni Resort SH.P.K.,Luboteni Resort,811564740,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Kacanik,"34,396",26-10-2020,20,-4.8,-4.74,1
820,DLN Medical L.L.C.,DLN Medical,811462978,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",23-10-2020,31,5.64,6.28,1
821,Heset Zymberi B.I.,"Agjencioni i Lajmeve "" GJILANI.INFO """,811382241,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",15-09-2020,8,0.86,1.3,1
822,Arta M. Gashi B.I.,Agfashion designer,811298422,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",27-10-2020,56,-3.28,-3.21,1
823,DEER MEDIA SH.P.K.,///,811561605,Marketing,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",26-10-2020,12,-0.74,-0.72,1
824,FBM Kualiteti SH.P.K.,///,811181362,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",15-09-2020,7,-0.02,-0.05,1
825,FUFARMA SH.P.K.,///,810047507,Farmaceutike,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",30-10-2020,5,6,5.8,1
826,Nida Drinks SH.P.K.,///,811399931,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,37,-0.3,-1.03,1
827,N.SH. ' Kastrioti ',Prishtine,811567322,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",27-10-2020,49,-3.28,-3.21,1
828,Fast Food TONI 01 SH.P.K.,Fast Food TONI 01,811563346,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Fushe Kosove,"38,944",15-09-2020,30,-5.17,-4.74,1
829,EMMA SHOP SH.P.K.,EMMA SHOP,811507378,Furre e bukes,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",10/4/2020,6,2.89,2.78,1
830,Fatos Kabashaj B.I.,Furra e bukes Dardana,811555187,Furre e bukes,Shoqeri me pergjegjesi te kufizuara,Kamenice,"36,155",28-10-2020,10,2.89,2.78,1
831,Hotel Premium SH.P.K.,HOTEL PREMIUM,811272814,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Mitrovice,"75,502",15-09-2020,7,-4.32,-3.15,1
832,Elbasan Ahmeti B.I.,///,811105643,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Viti,"47,681",26-10-2020,18,-0.07,-0.05,1
833,MKE KOS SH.P.K.,MKE KOS,811563875,Agjensite e patundshmerise,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",27-10-2020,4,-0.67,-0.9,1
834,DIVINA LOG L.L.C.,DIVINA LOG,811557399,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Suhareke,"63,228",10/4/2020,50,-1.54,-1.03,1
835,Kosovo Endocrine Group SH.P.K.,Kosovo Endocrine Group SHPK,811475723,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",15-09-2020,42,6.64,6.28,1
836,Albiona BytyÃ§i B.I.,Qebaptore Gjelltore Te Xeni,811560970,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Suhareke,"63,228",22-10-2020,25,-2.49,-4.74,1
837,BEKSEFERS SH.P.K.,BEKSEFER'S,811502972,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Decan,"42,070",27-10-2020,15,-5.25,-4.74,1
838,Besarta Qamili B.I.,Hijab Fashion,811460386,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",15-09-2020,43,-3.28,-3.21,1
839,Antika FLM SH.P.K.,///,811553462,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",30-10-2020,25,5.64,6.28,1
840,Dardania Sky L.L.C.,Dardania Sky,811382316,Transporti ajror,Shoqeri me pergjegjesi te kufizuara,Podujeve,"94,864",27-10-2020,22,-4.02,-3.95,1
841,Seniha Maxhuni B.I.,///,811560954,Sherbime tjera ushqyese,Shoqeri me pergjegjesi te kufizuara,Vushtrri,"73,207",26-10-2020,16,-2.61,-1.74,1
842,N4Sport SH.P.K.,///,810019910,Aktivitete sportive,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",15-09-2020,4,-5.34,-4.1,1
843,Arbenita Pernokaj B.I.,///,811510248,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Kline,"40,254",15-09-2020,20,-45.3,-4.74,1
844,Lundrim Hysenaj B.I.,"N.T.P. "" OruÃ§i """,811079616,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",26-10-2020,11,-0.4,-0.05,1
845,Gjengiz Krasniqi B.I.,GJENGIZ,811299941,Tekstil,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",27-10-2020,12,-2.26,-2.14,1
846,Liridona M. Ajeti B.I.,Anuar Gym,811510678,Palestra e fitnesit,Shoqeri me pergjegjesi te kufizuara,Podujeve,"94,864",26-10-2020,6,-5.32,-3.5,1
847,Nikola NastiÄ I.B.,EKO MLIN,811459595,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Leposaviq,"13,469",28-10-2020,16,-0.78,-0.05,1
848,Shpeb Med SH.P.K.,Shpeb Med,811490193,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Lipjan,"60,859",26-10-2020,25,7.8,6.28,1
849,28 KOSOVA TRADING SH.P.K.,///,811372705,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Gjakove,"98,476",26-10-2020,50,-0.98,-1.03,1
850,CITY TAXI F SH.P.K.,CITY TAXI F,811508110,Transporti urbane,Shoqeri me pergjegjesi te kufizuara,Kamenice,"36,155",20-10-2020,18,-1.91,-2.12,1
851,Taverna Menata SH.P.K.,Taverna Menata,811559212,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",27-10-2020,15,-5.01,-4.74,1
852,Zeqir Zekaj B.I.,"N.H.T "" Zeqa - Z """,811227637,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Istog,"40,728",30-10-2020,33,-2.48,-3.21,1
853,Restaurant Daja SH.P.K.,Restaurant Daja,811562116,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Fushe Kosove,"38,944",15-09-2020,15,-2.14,-4.74,1
854,HYPER PHARMACY CO SH.P.K.,///,810969074,Farmaceutike,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",30-10-2020,3,5.4,5.8,1
855,BUTTERFLY TOURISTIC AGENCY & ORGANIZATIONS SH.P.K.,///,810131285,Transporti ajror,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",26-10-2020,30,-3.25,-3.95,1
856,Lord Prn SH.P.K.,Lord Prn,811511379,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,23,-5.16,-4.74,1
857,PANDORA REAL ESTATE SH.P.K.,///,811511593,Agjensite e patundshmerise,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,7,-1.21,-0.9,1
858,POLIKLINIKA DHE LABORATORI BIOANALIZA SH.P.K.,POLIKLINIKA DHE LABORATORI BIOANALIZA,811550319,Stomatologji,Shoqeri me pergjegjesi te kufizuara,Viti,"47,681",28-10-2020,6,-2.04,-2.98,1
859,KRC ROYAL FOOD SH.P.K.,KRC ROYAL FOOD,811438573,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",27-10-2020,49,-2.96,-3.21,1
860,AD Marketing Group SH.P.K.,///,811496654,Marketing,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",27-10-2020,12,-0.7,-0.72,1
861,MAYA CONSULTING SH.P.K.,MAYA CONSULTING,811548661,Agjensite e patundshmerise,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",27-10-2020,7,-0.95,-0.9,1
862,Selim Ukshini B.I.,///,811215856,Tekstil,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",28-10-2020,10,-2.05,-2.14,1
863,B4 CAFFE & MORE SH.P.K.,B4,811551101,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",10/4/2020,15,-3.18,-4.74,1
864,N.P.SH.T. VERIMI O.P.,Ndermarrja Prodhese Sherbyese e Tregtare Exsport-Import VERIMI,811363944,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",10/4/2020,10,-0.07,-0.05,1
865,BCP INVESTMENT SH.P.K.,///,811561168,Agjensite e patundshmerise,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,7,-1.21,-0.9,1
866,Everest Real Estate SH.P.K.,Everest Real Estate,811511668,Agjensite e patundshmerise,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",26-10-2020,4,-0.95,-0.9,1
867,MYWINGS AVIATION SH.P.K.,///,811375361,Transporti ajror,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",27-10-2020,25,-3.72,-3.95,1
868,SHQIPONJA E HASIT SH.P.K.,SHQIPONJA E HASIT,811353763,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Novoberde,"7,172",26-10-2020,11,-0.78,-0.05,1
869,R e D o R Group SH.P.K.,R e D o R Group,811453646,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Gracanice,"12,124",30-10-2020,34,-1.62,-1.03,1
870,VAVA LTD SH.P.K.,VAVA LTD,811496381,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Podujeve,"94,864",15-09-2020,56,-4.21,-3.21,1
871,BaroloItaliaWine SH.P.K.,///,811386615,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Podujeve,"94,864",28-10-2020,65,-0.98,-1.03,1
872,DANI EDR SH.P.K.,DANI EDR,811504415,Prodhimi i barnave,Shoqeri me pergjegjesi te kufizuara,Suhareke,"63,228",26-10-2020,31,6.92,6.53,1
873,Tafingo L.L.C.,///,811481697,Agjensite e patundshmerise,Shoqeri me pergjegjesi te kufizuara,Mitrovice,"75,502",27-10-2020,10,-0.8,-0.9,1
874,Erzen Vetmi B.I.,San Tropez,811550393,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Mitrovice,"75,502",27-10-2020,32,-2.86,-4.74,1
875,Rina Rexhepi B.I.,///,811270446,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",10/4/2020,26,-3.28,-3.21,1
876,DÅ¾afer Ameti B.I.,"N.P.T. "" Panfarm """,810593956,Farmaceutike,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",26-10-2020,4,5.6,5.8,1
877,Shoqeria Tregtare Sherbyese Hoteljere Export Import Nan'at SH.P.K.,NAN at Shpk,811280883,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",28-10-2020,13,-2.32,-3.15,1
878,RESTAURANT MENTORI GRILL SH.P.K.,RESTAURANT MENTORI GRILL,811507865,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",26-10-2020,10,-2.45,-4.74,1
879,PREMIUM BRANDS SH.P.K.,///,811368506,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",30-10-2020,50,-0.49,-1.03,1
880,KLUBI I BOXIT FIGHTER SH.P.K.,///,811551606,Aktivitete sportive,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",23-10-2020,12,-4.32,-4.1,1
881,Njomza Muliqi B.I.,DUA GJG,811474337,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",28-10-2020,45,-1.92,-1.03,1
882,LINDI IMPORT SH.P.K.,LINDI IMPORT SHPK,811445669,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",27-10-2020,45,-1.62,-1.03,1
883,Sa & Ma SH.P.K.,Sa & Ma,811511957,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",15-09-2020,20,-2.62,-4.74,1
884,GRAND International Group SH.P.K.,Grand International Group,811413921,Prodhimi i barnave,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",27-10-2020,31,6.32,6.53,1
885,Touristic Village Natyra SH.P.K.,///,811451393,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Mitrovice,"75,502",27-10-2020,18,-3.21,-3.15,1
886,LUXURY CHALETS L.L.C.,LUXURY CHALETS,811273523,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",26-10-2020,14,-2.32,-3.15,1
887,BREZOPIZZA SH.P.K.,///,811509762,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",27-10-2020,30,-4.93,-4.74,1
888,F & E SH.P.K.,///,811435579,Palestra e fitnesit,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",26-10-2020,6,-5.37,-3.5,1
889,Exhevit Rexhepi B.I.,"N.SH.""AGJENSIONI I LAJMEVE-RUGOVA PRESS""",811208562,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",30-10-2020,8,1.21,1.3,1
890,SOLUTION D MEDICAL SH.P.K.,SOLUTION D MEDICAL,811484683,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",23-10-2020,42,5.5,6.28,1
891,AskoNobell SH.P.K.,///,811552448,Prodhimi i barnave,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",23-10-2020,31,6.32,6.53,1
892,BH Invest L.L.C.,///,811488057,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",27-10-2020,10,-2.32,-3.15,1
893,Ellenor Baqki B.I.,///,811215393,Tekstil,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",30-10-2020,10,-2.05,-2.14,1
894,FABRIGO L.L.C.,///,811428649,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",28-10-2020,41,-2.96,-3.21,1
895,BOHEME SH.P.K.,BOHEME,811496430,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",30-10-2020,25,-1.95,-4.74,1
896,TAVERNA JONÃ SH.P.K.,///,811548918,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Mitrovice,"75,502",26-10-2020,12,-2.86,-4.74,1
897,Merigona Ramushi B.I.,Dizajnere GONA,811460518,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",30-10-2020,26,-3.02,-3.21,1
898,Lumnije Ba. Gashi B.I.,///,811350967,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",27-10-2020,41,-2.96,-3.21,1
899,Leart Tolaj B.I.,///,811476284,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Decan,"42,070",27-10-2020,7,-4.54,-3.15,1
900,Korab Bugujevci B.I.,"N.T.P. "" KORAB-B """,811261833,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Fushe Kosove,"38,944",28-10-2020,15,-3.32,-3.15,1
901,PREMIUM FLOUR MILL SH.P.K.,PREMIUM FLOUR MILL SHPK,811442269,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Mamushe,"5,906",26-10-2020,8,-0.05,-0.05,1
902,Nexhat B. Kelmendi B.I.,202,811495755,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",30-10-2020,15,-3.96,-4.74,1
903,Shaban Zekolli B.I.,"N.P.T. "" Vllezerit - Z.""",810694332,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Vushtrri,"73,207",26-10-2020,11,-0.05,-0.05,1
904,Avdyl Arifi B.I.,FRESH DENTAL,811320514,Stomatologji,Shoqeri me pergjegjesi te kufizuara,Shtime,"27,425",27-10-2020,8,-2.04,-2.98,1
905,Sweetstar Apartaments L.L.C.,Sweetstar Apartaments,811340364,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",10/4/2020,18,-3.21,-3.15,1
906,JVL GROUP SH.P.K.,JVL GROUP,811561811,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Suhareke,"63,228",28-10-2020,33,-4.12,-3.21,1
907,HOTEL DENIS & SPA SH.P.K.,///,811400712,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",27-10-2020,7,-3.54,-3.15,1
908,Premium Group Kosova Albania L.L.C.,Premium Group Kosova Albania,811456476,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",15-09-2020,12,6.64,6.28,1
909,NPSH Pozhorani O.P.,///,70300297,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Viti,"47,681",28-10-2020,18,-0.4,-0.05,1
910,Triumf Islami B.I.,OVO CREATIVE,811511494,Marketing,Shoqeri me pergjegjesi te kufizuara,Ferizaj,"108,610",26-10-2020,19,-0.69,-0.72,1
911,EUROMEDPR SH.P.K.,EUROMEDPR,811488320,Aktivitete spitalore,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",30-10-2020,31,6.64,6.28,1
912,J BIOTIKA SH.P.K.,///,811354034,Farmaceutike,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",23-10-2020,4,5.9,5.8,1
913,London Group SH.P.K.,///,811558529,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Kacanik,"34,396",15-09-2020,30,-0.52,-4.74,1
914,HAJLA RESORT SH.P.K.,///,811332890,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",26-10-2020,10,-3.32,-3.15,1
915,Rexhep Rama B.I.,"N.T.P. "" Rera Com """,811099276,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Viti,"47,681",26-10-2020,20,-0.05,-0.05,1
916,KRYELAJMI SH.P.K.,///,811187485,Agjensione lajmesh,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",26-10-2020,12,1.54,1.3,1
917,Lumnije R. Azemi B.I.,///,811218800,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Gjilan,"93,450",26-10-2020,43,-2.59,-3.21,1
918,ALPHA ONE L.L.C.,///,811567520,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Shterpce,"6,763",23-10-2020,50,-1.3,-1.03,1
919,SONOMA SH.P.K.,///,810102971,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Fushe Kosove,"38,944",15-09-2020,15,-4.54,-3.15,1
920,AVTEDA EUROPE SH.P.K.,AVTEDA EUROPE,811350016,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",26-10-2020,36,-1.62,-1.03,1
921,TE EDISONI SH.P.K.,///,811382168,Tregti e pijeve,Shoqeri me pergjegjesi te kufizuara,Junik,"6,370",26-10-2020,30,-1.3,-1.03,1
922,Gresa N. Hasani B.I.,///,811479361,Furre e bukes,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",28-10-2020,5,2.67,2.78,1
923,BOTA E DETIT SH.P.K.,MARE MONDO,811557521,Restaurante dhe aktivitete sherbyese,Shoqeri me pergjegjesi te kufizuara,Prizren,"186,375",27-10-2020,10,-5.15,-4.74,1
924,MILLION FOODS SH.P.K.,///,811447607,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Prishtine,"208,230",30-10-2020,15,-3.21,-3.15,1
925,Integral Group SH.P.K.,Integral Group,811386748,Agrikultura,Shoqeri me pergjegjesi te kufizuara,Lipjan,"60,859",23-10-2020,12,-0.07,-0.05,1
926,MRIZI ALP SH.P.K.,///,811441196,Hotele dhe akomodimi,Shoqeri me pergjegjesi te kufizuara,Peje,"99,921",30-10-2020,9,-3.15,-3.15,1
927,ALTINI MILK COMPANY SH.P.K.,///,811559189,Furre e bukes,Shoqeri me pergjegjesi te kufizuara,Gjakove,"98,476",10/4/2020,6,2.67,2.78,1
928,Ali A. Krasniqi B.I.,"N.T.P. ,, BELI """,811040261,Porodhimi me shumice,Shoqeri me pergjegjesi te kufizuara,Suhareke,"63,228",15-09-2020,26,-4.12,-3.21,1
